0.0283963, 0.0277941, 0.0271918, 0.0277669, 0.0274251, 0.0276964

0.0278754, 0.0278158, 0.0276693, 0.0278754, 0.0280111, 0.0277669

0.0277398, 0.0277289, 0.0277778, 0.0276638, 0.0280219, 0.0272081

dice_anlyzr: 100  symbol %'s: 0.166897, 0.166724, 0.166731, 0.166216, 0.167271, 0.166162

0.0276562, 0.0278711, 0.0278223, 0.0272559, 0.0278369, 0.0276416

0.0274707, 0.0276221, 0.0273926, 0.0274707, 0.0278906, 0.0281006

0.0284814, 0.0283301, 0.027998, 0.027832, 0.0275488, 0.027251

0.028291, 0.0279492, 0.0271826, 0.0277344, 0.0275781, 0.0277441

0.0279834, 0.0280859, 0.0276953, 0.0279199, 0.0280322, 0.0278516

0.0278271, 0.0276416, 0.0279297, 0.0277393, 0.0280859, 0.0272559

